14,1000013651,6,CLARETTA,ADAMS,6,10/31/1944,M,B,6636500439,90 Palo Alto,CLARETTA,ADAMS,77064,**********,********,*****,**/**/***4,M,*,**********,************,********,*****,77064,0,0,0
15,1000013651,6,CLARETTA,ADAMS,6,10/31/1945,F,B,6636500439,90 Palo Alto,CLARETTA,ADAMS,77840,**********,********,*****,**/**/***5,*,B,**********,************,********,*****,77840,0,0,0
15,1000013651,6,CLARETTA,ADAMS,6,10/31/1944,F,W,6636500439,90 Palo Alto,CLARETTA,ADAMS,77064,**********,********,*****,**/**/***4,*,W,**********,************,********,*****,77064,0,0,0
16,1000013651,6,CLARETTA,ADAMS,6,10/31/1945,F,B,6636500439,90 Palo Alto,CLARETTA,ADAMS,77840,**********,********,*****,**/**/***5,*,*,6636500439,90 Palo Alto,********,*****,*****,0,0,0
16,1000013651,6,CLARETTA,ADAMS,6,10/31/1946,F,B,9796542356,4430 Finna St,CLARETTA,ADAMS,77840,**********,********,*****,**/**/***6,*,*,9796542356,4430 Finna St,********,*****,*****,0,0,0
17,1000013651,6,CLARETTA,ADAMS,6,10/31/1945,F,B,6636500439,90 Palo Alto,CLARETTA,ADAMS,77840,**********,********,*****,**/**/****,*,*,**********,************,********,*****,*****,0,0,0
17,1000013651,6,CLARETTA,ADAMS,6,10/31/1945,F,B,6636500439,90 Palo Alto,CLARETTA,ADAMS,77840,**********,********,*****,**/**/****,*,*,**********,************,********,*****,*****,0,0,0
18,1000013651,6,CLARETTA,ADAMS,6,10/31/1945,F,B,6636500439,90 Palo Alto,CLARETTA,ADAMS,77840,**********,********,*****,**/**/***5,F,*,**********,************,********,*****,77840,0,0,0
18,1000013651,6,CLARETTA,ADAMS,6,10/31/1944,M,B,6636500439,90 Palo Alto,CLARETTA,ADAMS,77064,**********,********,*****,**/**/***4,M,*,**********,************,********,*****,77064,0,0,0
19,1000013651,6,CLARETTA,ADAMS,6,10/31/1945,F,B,6636500439,90 Palo Alto,CLARETTA,ADAMS,77840,**********,********,*****,**/**/****,*,B,**********,************,********,*****,77840,0,0,0
19,1000013651,6,CLARETTA,ADAMS,6,10/31/1945,F,W,6636500439,90 Palo Alto,CLARETTA,ADAMS,77064,**********,********,*****,**/**/****,*,W,**********,************,********,*****,77064,0,0,0
20,1000013655,6,CLARETTA,ADAMS,6,10/31/1944,F,B,9796542356,4430 Finna St,CLARETTA,ADAMS,77840,**********,********,*****,**/**/****,*,*,**********,4************,********,ADAMS,*****,0,0,0
20,1000013655,6,CLARETTA,ADAMS,6,10/31/1944,F,B,9796542356,6430 Finna St,CLARETTA,WILDING,77840,**********,********,*****,**/**/****,*,*,**********,6************,********,WILDING,*****,0,0,0
